doc_id,row_index,category,matched_keyword,match_position,snippet,snippet_id,statement_class,statement_category,confidence
bp_24,50,CCUS,DAC,6132,"...by 2050 2.
■ In the US, CCUS has the potential to reduce X-Y % of CO2 emissions by 2030.
■ In the longer term, CCUS is required for achieving zero net carbon emissions through 
   application of carbon dioxide removal (CDR) techniques such as Bio-Energy with CCS 
   (BECCS) and Direct Air Capture (DAC) or other emerging technologies.

Integrating CCUS into US energy and environmental plans would deliver benefits such 
as:
■ Reduced US carbon emissions well beyond what substitution by other low carbon 
   alternatives alone can achieve.
■ Increased usage of existing US fossil fuel resources, prot...",137,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,6182,"...reduce X-Y % of CO2 emissions by 2030.
■ In the longer term, CCUS is required for achieving zero net carbon emissions through 
   application of carbon dioxide removal (CDR) techniques such as Bio-Energy with CCS 
   (BECCS) and Direct Air Capture (DAC) or other emerging technologies.

Integrating CCUS into US energy and environmental plans would deliver benefits such 
as:
■ Reduced US carbon emissions well beyond what substitution by other low carbon 
   alternatives alone can achieve.
■ Increased usage of existing US fossil fuel resources, protecting state and federal revenue 
   sources and su...",138,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,6541,"...enefits such 
as:
■ Reduced US carbon emissions well beyond what substitution by other low carbon 
   alternatives alone can achieve.
■ Increased usage of existing US fossil fuel resources, protecting state and federal revenue 
   sources and supporting the license to operate.
■ Position the US for CCUS technology leadership and associated business opportunities.
■ Potentially accelerated economic growth, job creation and exports, and enabling continued 
   usage of existing infrastructure over the long-term.

  1 US EIA, Annual Energy Outlook 2018 report specifies 5.2 Billion tonnes per annum of...",139,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,7165,"...n 
     dioxide emissions for the US in 2030; projections of process emissions from large industrial point sources in 2030 
     are about ~0.2 Billion tonnes per annum (derived from emissions specified by EPA)
  2 Loftus P. J., et al. WIRES 2015, 6:93–112. doi: 10.1002/wcc.324

 INITIAL FINDING 2: CCUS HAS A STRONG FOUNDATION IN THE US BUT DEPLOYMENT REMAINS RELATIVELY LIMITED DUE TO HIGH COSTS, INADEQUATE INFRASTRUCTURE, INSUFFICIENT INCENTIVES, AND REGULATORY UNCERTAINTY

CCUS has a strong foundation in the US, however, CCUS deployment remains quite limited with <1% of US emissions currently ab...",140,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,7345,"...om emissions specified by EPA)
  2 Loftus P. J., et al. WIRES 2015, 6:93–112. doi: 10.1002/wcc.324

 INITIAL FINDING 2: CCUS HAS A STRONG FOUNDATION IN THE US BUT DEPLOYMENT REMAINS RELATIVELY LIMITED DUE TO HIGH COSTS, INADEQUATE INFRASTRUCTURE, INSUFFICIENT INCENTIVES, AND REGULATORY UNCERTAINTY

CCUS has a strong foundation in the US, however, CCUS deployment remains quite limited with <1% of US emissions currently abated by CCUS projects. Today, 16 projects (mostly Enhanced Oil Recovery, EOR) abate ~28 Million tonnes per annum of CO2. These projects are economic because of high-purity / low-ca...",141,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,7394,"...et al. WIRES 2015, 6:93–112. doi: 10.1002/wcc.324

 INITIAL FINDING 2: CCUS HAS A STRONG FOUNDATION IN THE US BUT DEPLOYMENT REMAINS RELATIVELY LIMITED DUE TO HIGH COSTS, INADEQUATE INFRASTRUCTURE, INSUFFICIENT INCENTIVES, AND REGULATORY UNCERTAINTY

CCUS has a strong foundation in the US, however, CCUS deployment remains quite limited with <1% of US emissions currently abated by CCUS projects. Today, 16 projects (mostly Enhanced Oil Recovery, EOR) abate ~28 Million tonnes per annum of CO2. These projects are economic because of high-purity / low-capture-cost CO2 streams (13 of 16), short transpor...",142,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,7477,"...TRONG FOUNDATION IN THE US BUT DEPLOYMENT REMAINS RELATIVELY LIMITED DUE TO HIGH COSTS, INADEQUATE INFRASTRUCTURE, INSUFFICIENT INCENTIVES, AND REGULATORY UNCERTAINTY

CCUS has a strong foundation in the US, however, CCUS deployment remains quite limited with <1% of US emissions currently abated by CCUS projects. Today, 16 projects (mostly Enhanced Oil Recovery, EOR) abate ~28 Million tonnes per annum of CO2. These projects are economic because of high-purity / low-capture-cost CO2 streams (13 of 16), short transportation distances between CO2 sources and sinks (all <150 miles), and/or a value-cre...",143,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,7871,"...per annum of CO2. These projects are economic because of high-purity / low-capture-cost CO2 streams (13 of 16), short transportation distances between CO2 sources and sinks (all <150 miles), and/or a value-creating mechanism (15 of 16 rely on CO2-EOR to produce oil).

CO2 sources needed to support CCUS end-use applications including EOR can be categorized into 3 major point-source sectors representing 47% of current US emissions:

■ “High-purity-CO2-sector” (4% of 2017 US CO2 emissions): Almost all CCUS in service today is linked to high purity CO2 from natural gas processing (13 of 16): ammonia,...",144,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,8076,"...e-creating mechanism (15 of 16 rely on CO2-EOR to produce oil).

CO2 sources needed to support CCUS end-use applications including EOR can be categorized into 3 major point-source sectors representing 47% of current US emissions:

■ “High-purity-CO2-sector” (4% of 2017 US CO2 emissions): Almost all CCUS in service today is linked to high purity CO2 from natural gas processing (13 of 16): ammonia, ethanol, hydrogen, and pulp & paper production plants emit high-purity CO2 streams that can be readily captured, compressed & transported.

■ Power sector coal & natural gas plants (32% of 2017 US CO2 emi...",145,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,9017,"...al point sources (11% of 2017 US CO2 emissions): Iron & steel, cement, refining, and petrochemicals are process-intensive industries with high heat-intensity requirements that will likely remain dependent on fossil fuels. These are the hardest to abate CO2 sources and have few substitutes.

Limited CCUS deployment in the US to date is a result of 6 primary hurdles:

■ Few at-scale, economically-viable, business cases for anthropogenic CO2 use in CO2-EOR: CO2-EOR is currently the only at-scale use-case for CO2 (>85% of US CO2 consumption3), however it is still minimal as compared to the total US CO...",146,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCS,9811,"...l price and strong CO2 incentives to compete with other development types and production methods.

■ CO2 storage in saline aquifers remains largely undeveloped: Subsurface geologic storage is currently not developed to its potential. There exists only 1 at-scale storage project (Illinois Industrial CCS Project), storing 1 Million tonnes per annum of CO2 relative to US CO2 storage potential (low estimate of ~2600 Billion tonnes). These include depleted oil & gas fields (7% of total), unmineable coal (2% of total), & saline formations (91% of total), equivalent to >400 years of storage for all US e...",147,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,Carbon capture,10399,"...ge for all US emissions combined.5 CO₂ storage is well proven, but requires advancement across topics like site characterization, monitoring, long term liability, pore space ownership, and site permitting before they can be implemented at scale.

■ High cost-of-capture for major combustion sources: Carbon capture remains an engineering & capital efficiency challenge. CO₂ capture costs typically average >$70-120/tCO₂ in the power sector, accounting for >80% of integrated CCUS project costs. Moreover, current CCUS capture equipment is physically large (requiring contactor towers, piping, boilers, etc.) and is...",148,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,10574,"...wnership, and site permitting before they can be implemented at scale.

■ High cost-of-capture for major combustion sources: Carbon capture remains an engineering & capital efficiency challenge. CO₂ capture costs typically average >$70-120/tCO₂ in the power sector, accounting for >80% of integrated CCUS project costs. Moreover, current CCUS capture equipment is physically large (requiring contactor towers, piping, boilers, etc.) and is custom engineered for each project, making deployment at scale a challenge. Research & Development (R&D) funding from industry and government in addressing carbon c...",149,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,10612,"...hey can be implemented at scale.

■ High cost-of-capture for major combustion sources: Carbon capture remains an engineering & capital efficiency challenge. CO₂ capture costs typically average >$70-120/tCO₂ in the power sector, accounting for >80% of integrated CCUS project costs. Moreover, current CCUS capture equipment is physically large (requiring contactor towers, piping, boilers, etc.) and is custom engineered for each project, making deployment at scale a challenge. Research & Development (R&D) funding from industry and government in addressing carbon capture has been two orders-of-magnitud...",150,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,carbon capture,10870,"...ted CCUS project costs. Moreover, current CCUS capture equipment is physically large (requiring contactor towers, piping, boilers, etc.) and is custom engineered for each project, making deployment at scale a challenge. Research & Development (R&D) funding from industry and government in addressing carbon capture has been two orders-of-magnitude less than carbon substitution technologies like renewables, which typically have a shorter payback period and benefit from being less capital intensive and more modular.

■ Limited CO₂ transportation infrastructure: CO₂ sources are seldom close to use / storage sink...",151,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,11196,"...o orders-of-magnitude less than carbon substitution technologies like renewables, which typically have a shorter payback period and benefit from being less capital intensive and more modular.

■ Limited CO₂ transportation infrastructure: CO₂ sources are seldom close to use / storage sinks. Existing CCUS pipeline infrastructure has been largely point-to-point & project-dedicated as building a large integrated network of CO₂ pipelines has not been a priority for either government or industry.

■ Few proven low-cost end-use applications: Some volumetrically/regionally niche products exist, but no maj...",152,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,11846,".... End-use CO₂ applications for fuels, chemicals, and durable materials are possible, but R&D funding from industry and government has been limited and few pilots for these applications exist to date. While some incentives for decarbonized products exist, cost increases in goods and materials due to CCUS can be significant.

■ Lack of sponsorship and advocacy: Underlying all these trends, CCUS has lacked influential energy industry sponsors, environmental group tolerance/support, and consumer pull for low-carbon products, including power / electricity sourced from low-carbon generation. As a result...",153,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,11937,"...D funding from industry and government has been limited and few pilots for these applications exist to date. While some incentives for decarbonized products exist, cost increases in goods and materials due to CCUS can be significant.

■ Lack of sponsorship and advocacy: Underlying all these trends, CCUS has lacked influential energy industry sponsors, environmental group tolerance/support, and consumer pull for low-carbon products, including power / electricity sourced from low-carbon generation. As a result, policy support and public support for CCUS has been de-minimis relative to renewables, en...",154,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,12190,"...hip and advocacy: Underlying all these trends, CCUS has lacked influential energy industry sponsors, environmental group tolerance/support, and consumer pull for low-carbon products, including power / electricity sourced from low-carbon generation. As a result, policy support and public support for CCUS has been de-minimis relative to renewables, energy efficiency, and traditional fossil fuel sources. DRAFT MATERIALS

INITIAL FINDING 3: INTEGRATING CCUS AT SCALE INTO THE MARKET 
DEPENDS ON BROAD-BASED INNOVATION & CONTINUED INVESTMENT, 
ENABLED BY POLICY, LEGISLATION, REGULATORY, AND LEGAL 
IMPROV...",155,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,12343,"...pull for low-carbon products, including power / electricity sourced from low-carbon generation. As a result, policy support and public support for CCUS has been de-minimis relative to renewables, energy efficiency, and traditional fossil fuel sources. DRAFT MATERIALS

INITIAL FINDING 3: INTEGRATING CCUS AT SCALE INTO THE MARKET 
DEPENDS ON BROAD-BASED INNOVATION & CONTINUED INVESTMENT, 
ENABLED BY POLICY, LEGISLATION, REGULATORY, AND LEGAL 
IMPROVEMENTS TO OVERCOME CURRENT CHALLENGES

Deploying CCUS at scale requires broad-based public-private commitments across 
multiple pathways: 

■ Significant...",156,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,12543,"...gy efficiency, and traditional fossil fuel sources. DRAFT MATERIALS

INITIAL FINDING 3: INTEGRATING CCUS AT SCALE INTO THE MARKET 
DEPENDS ON BROAD-BASED INNOVATION & CONTINUED INVESTMENT, 
ENABLED BY POLICY, LEGISLATION, REGULATORY, AND LEGAL 
IMPROVEMENTS TO OVERCOME CURRENT CHALLENGES

Deploying CCUS at scale requires broad-based public-private commitments across 
multiple pathways: 

■ Significant (~10x) expansion of CO₂-EOR requires additional incentives:

– While CO₂-EOR is already an important component of today’s oil production, it has 
potential to expand; an analysis commissioned by the...",157,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,Carbon Storage,14028,"...CO₂ disposal or use.

■ Developing large-scale secure geologic CO₂ storage hubs requires significant 
government and industry support:

– Developing geologic storage hubs is a possibility in the US given the capacity of potential 
storage sites. The DOE National Energy Technology Laboratory (NETL) Carbon Storage 
Atlas (Atlas V) provides low estimates of storage resources of ~2600 Billion tonnes of CO₂ 
and the technology is well understood (e.g. Sleipner Project in Norway) but has seen 
limited commercial success in the US.

– Economically-viable long-term secure geologic CO₂ storage requires policy innov...",158,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,carbon capture,14880,"...rm liabilities, and site 
permitting.

■ Increasing capture from power and industrial point sources, along with carbon 
dioxide removal applications, requires incentives for R&D innovation and capital 
formation to reduce costs:

– Commitment to R&D and expansion of academic & industry research for carbon capture 
across multiple technology pathways (e.g. pre-/post-/oxy-combustion, direct air capture) is 
required to reduce unit costs, create competition, and help accelerate innovation. The 
costs of these capture technologies for large scale applications tend to be >$70-120/tCO₂ but if adequately funded, a...",159,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,direct air capture,14965,"...point sources, along with carbon 
dioxide removal applications, requires incentives for R&D innovation and capital 
formation to reduce costs:

– Commitment to R&D and expansion of academic & industry research for carbon capture 
across multiple technology pathways (e.g. pre-/post-/oxy-combustion, direct air capture) is 
required to reduce unit costs, create competition, and help accelerate innovation. The 
costs of these capture technologies for large scale applications tend to be >$70-120/tCO₂ but if adequately funded, aggressive competition among these capture technology
pathways could accelerate innovation...",160,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,16094,"...owing adequate transitional incentives (e.g. 45Q), establish and support an economy-
wide carbon price approach that could potentially further enable technology cost reduction
and broad-based deployment.

■ Developing pipeline infrastructure requires federal, state, and industry support:

- Current CCUS project connections have tended to be point-to-point and limited to short
distances (<150 miles). Creating state level support for expanding these short-distance
intra-state networks could be a significant near-term win.

- Several inter-state pipeline concepts connecting major point-source emissio...",161,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,17369,"...ine permitting processes for these
trunk lines.

■ Scaling CO2 applications beyond CO2-EOR into other end-use opportunities requires
additional R&D funding to drive innovation, along with customer and regulatory
support for low carbon solutions:

- R&D commitment for CO2 end-uses is needed to scale CCUS beyond CO2-EOR,
particularly to expand usage in chemicals, fuels, durable materials (plastics, cements,
carbon fiber, etc.) which can all be made from CO2 plus energy9. Regulators and end-use
customers have not put a premium on CO2-derived products and have limited willingness
to pay for the CO2 ab...",162,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,17947,"...ness
to pay for the CO2 abatement benefit. Developing large-scale or high-value end-use
technologies could expand abatement dramatically, supporting the ongoing use of
existing infrastructure, and positioning the US as a leader in end-use innovation.

6 DOE and KSA, Report of the Mission Innovation CCUS Experts' Workshop, 2017
7 Edwards, R. W. J. and M. A. Celia, Infrastructure to enable deployment of carbon capture, utilization, and storage
in the United States, PNAS, 2018
8 Great Plains Institute, 21st Century Energy Infrastructure: Policy Recommendations for Development of American
CO2 Pipeline...",163,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,"carbon capture, utilization, and storage",18052,"...d expand abatement dramatically, supporting the ongoing use of
existing infrastructure, and positioning the US as a leader in end-use innovation.

6 DOE and KSA, Report of the Mission Innovation CCUS Experts' Workshop, 2017
7 Edwards, R. W. J. and M. A. Celia, Infrastructure to enable deployment of carbon capture, utilization, and storage
in the United States, PNAS, 2018
8 Great Plains Institute, 21st Century Energy Infrastructure: Policy Recommendations for Development of American
CO2 Pipeline Networks, 2017
9 NETL, Global CCS Institute CO2 reuse technologies



 — End-use applications of CO₂ must be promoted via government & indus...",164,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCS,18282,"...rds, R. W. J. and M. A. Celia, Infrastructure to enable deployment of carbon capture, utilization, and storage
in the United States, PNAS, 2018
8 Great Plains Institute, 21st Century Energy Infrastructure: Policy Recommendations for Development of American
CO2 Pipeline Networks, 2017
9 NETL, Global CCS Institute CO2 reuse technologies



 — End-use applications of CO₂ must be promoted via government & industry-led 
procurement, emphasizing the use of de-carbonized end-products to enable scalable 
market demand for CO₂ outside of CO₂-EOR. For example, state level regulations 
requiring or creditin...",165,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,18643,"...ns of CO₂ must be promoted via government & industry-led 
procurement, emphasizing the use of de-carbonized end-products to enable scalable 
market demand for CO₂ outside of CO₂-EOR. For example, state level regulations 
requiring or crediting some proportion of low carbon products could accelerate CCUS 
deployment, much like renewable portfolio standards have supported renewable 
technology deployment nationally.

■ Building support for comprehensive commitment to CCUS requires broad stakeholder 
  engagement across academia, NGOs, industry, federal & state government, and 
  financial sectors. T...",166,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,18813,"...of CO₂-EOR. For example, state level regulations 
requiring or crediting some proportion of low carbon products could accelerate CCUS 
deployment, much like renewable portfolio standards have supported renewable 
technology deployment nationally.

■ Building support for comprehensive commitment to CCUS requires broad stakeholder 
  engagement across academia, NGOs, industry, federal & state government, and 
  financial sectors. This could be achieved by:

  — Simplifying the narrative around CCUS as an important low-carbon technology along with 
  renewables and other low-carbon energy sources ne...",167,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,19011,"...rted renewable 
technology deployment nationally.

■ Building support for comprehensive commitment to CCUS requires broad stakeholder 
  engagement across academia, NGOs, industry, federal & state government, and 
  financial sectors. This could be achieved by:

  — Simplifying the narrative around CCUS as an important low-carbon technology along with 
  renewables and other low-carbon energy sources needed for the energy transition. CCUS 
  remains an orphan with some environmental organizations that prefer substitution 
  strategies like renewables over abatement strategies. Similarly, some in t...",168,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,19149,"...ngagement across academia, NGOs, industry, federal & state government, and 
  financial sectors. This could be achieved by:

  — Simplifying the narrative around CCUS as an important low-carbon technology along with 
  renewables and other low-carbon energy sources needed for the energy transition. CCUS 
  remains an orphan with some environmental organizations that prefer substitution 
  strategies like renewables over abatement strategies. Similarly, some in the industry have 
  concerns that a major CCUS program would invite further regulation. Both groups need 
  CCUS to be successful long ter...",169,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,19357,"...ng with 
  renewables and other low-carbon energy sources needed for the energy transition. CCUS 
  remains an orphan with some environmental organizations that prefer substitution 
  strategies like renewables over abatement strategies. Similarly, some in the industry have 
  concerns that a major CCUS program would invite further regulation. Both groups need 
  CCUS to be successful long term and there is high value in bridging the divide.

  — Educating financial institutions on the importance of CCUS to enable capital formation 
  over the longer-term. These institutions need to better underst...",170,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,19423,"...or the energy transition. CCUS 
  remains an orphan with some environmental organizations that prefer substitution 
  strategies like renewables over abatement strategies. Similarly, some in the industry have 
  concerns that a major CCUS program would invite further regulation. Both groups need 
  CCUS to be successful long term and there is high value in bridging the divide.

  — Educating financial institutions on the importance of CCUS to enable capital formation 
  over the longer-term. These institutions need to better understand and underwrite CCUS 
  projects going forward. CCUS projects r...",171,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,19562,"...ables over abatement strategies. Similarly, some in the industry have 
  concerns that a major CCUS program would invite further regulation. Both groups need 
  CCUS to be successful long term and there is high value in bridging the divide.

  — Educating financial institutions on the importance of CCUS to enable capital formation 
  over the longer-term. These institutions need to better understand and underwrite CCUS 
  projects going forward. CCUS projects require systems-thinking across emitters, 
  transporters, and users, each often having different risk profiles, return expectations, and...",172,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,19680,"...te further regulation. Both groups need 
  CCUS to be successful long term and there is high value in bridging the divide.

  — Educating financial institutions on the importance of CCUS to enable capital formation 
  over the longer-term. These institutions need to better understand and underwrite CCUS 
  projects going forward. CCUS projects require systems-thinking across emitters, 
  transporters, and users, each often having different risk profiles, return expectations, and 
  contracting strategies & structures.

  — Educating consumers on the merits of CCUS to enable consumer pull for low c...",173,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,19712,"...ps need 
  CCUS to be successful long term and there is high value in bridging the divide.

  — Educating financial institutions on the importance of CCUS to enable capital formation 
  over the longer-term. These institutions need to better understand and underwrite CCUS 
  projects going forward. CCUS projects require systems-thinking across emitters, 
  transporters, and users, each often having different risk profiles, return expectations, and 
  contracting strategies & structures.

  — Educating consumers on the merits of CCUS to enable consumer pull for low carbon 
  products, including ene...",174,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,19946,"...better understand and underwrite CCUS 
  projects going forward. CCUS projects require systems-thinking across emitters, 
  transporters, and users, each often having different risk profiles, return expectations, and 
  contracting strategies & structures.

  — Educating consumers on the merits of CCUS to enable consumer pull for low carbon 
  products, including energy / electricity which need not be limited to renewables. There 
  remains a lot of work ahead to simplify the narrative and rebrand CCUS technologies.

  — Helping state regulators integrate CCUS into state-level carbon abatement pr...",175,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,20150,"...ctations, and 
  contracting strategies & structures.

  — Educating consumers on the merits of CCUS to enable consumer pull for low carbon 
  products, including energy / electricity which need not be limited to renewables. There 
  remains a lot of work ahead to simplify the narrative and rebrand CCUS technologies.

  — Helping state regulators integrate CCUS into state-level carbon abatement programs. 
  Defining appropriate portfolio standards for CCUS fuels, for example, could expand 
  CCUS penetration, support long term infrastructure utilization and investment, and 
  support long term sta...",176,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,20209,"...Educating consumers on the merits of CCUS to enable consumer pull for low carbon 
  products, including energy / electricity which need not be limited to renewables. There 
  remains a lot of work ahead to simplify the narrative and rebrand CCUS technologies.

  — Helping state regulators integrate CCUS into state-level carbon abatement programs. 
  Defining appropriate portfolio standards for CCUS fuels, for example, could expand 
  CCUS penetration, support long term infrastructure utilization and investment, and 
  support long term state and local royalty and severance revenue streams.

■ In c...",177,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,20306,"...luding energy / electricity which need not be limited to renewables. There 
  remains a lot of work ahead to simplify the narrative and rebrand CCUS technologies.

  — Helping state regulators integrate CCUS into state-level carbon abatement programs. 
  Defining appropriate portfolio standards for CCUS fuels, for example, could expand 
  CCUS penetration, support long term infrastructure utilization and investment, and 
  support long term state and local royalty and severance revenue streams.

■ In conclusion, CCUS innovations would benefit from a number of supporting enablers 
  to make install...",178,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
bp_24,50,CCUS,CCUS,20347,"...t be limited to renewables. There 
  remains a lot of work ahead to simplify the narrative and rebrand CCUS technologies.

  — Helping state regulators integrate CCUS into state-level carbon abatement programs. 
  Defining appropriate portfolio standards for CCUS fuels, for example, could expand 
  CCUS penetration, support long term infrastructure utilization and investment, and 
  support long term state and local royalty and severance revenue streams.

■ In conclusion, CCUS innovations would benefit from a number of supporting enablers 
  to make installing capture equipment a preferred pathway...",179,,,"error: ""Could not resolve authentication method. Expected one of api_key, auth_token, or credentials to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
